
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2017-07-27;37.771,47;4314633894170;39.923,37;5491508934183;36.063,65;6355875999692;39.986,56;1609049542302;62.014,05;797488801841;36.129,26;4094306848689
2017-07-28;37.784,04;4302780883912;39.933,47;5474207552185;36.074,20;6342393077437;39.991,87;1606136999936;62.031,94;796628617069;36.154,58;4092775162357
2017-07-29;37.784,04;4302780883912;39.933,47;5474207552185;36.074,20;6342393077437;39.991,87;1606136999936;62.031,94;796628617069;36.154,58;4092775162357
2017-07-30;37.784,04;4302780883912;39.933,47;5474207552185;36.074,20;6342393077437;39.991,87;1606136999936;62.031,94;796628617069;36.154,58;4092775162357
2017-07-31;37.847,67;4301050517755;39.997,79;5468526808735;36.142,82;6339308738778;40.033,34;1605457525490;62.139,72;796975127995;36.207,69;4093818292527
2017-08-01;37.879,58;4283571470461;40.025,18;5438140824031;36.163,54;6328989730732;40.049,97;1612886978478;62.188,50;791491867555;36.227,97;4077835063243
2017-08-02;37.905,96;4281235382531;40.054,32;5420657971182;36.191,71;6325507146268;40.066,86;1611550680415;62.220,87;791598544888;36.255,71;4076035238600
2017-08-03;37.923,88;4279343959237;40.066,36;5413584146306;36.205,22;6318948900056;40.080,86;1611045710234;62.243,64;791247538812;36.280,16;4074070996052
2017-08-04;37.858,07;4261829299235;39.989,35;5391450975225;36.136,95;6292911995970;40.022,40;1604322804478;62.134,58;788905918930;36.211,44;4061679871229
2017-08-05;37.858,07;4261829299235;39.989,35;5391450975225;36.136,95;6292911995970;40.022,40;1604322804478;62.134,58;788905918930;36.211,44;4061679871229
2017-08-06;37.858,07;4261829299235;39.989,35;5391450975225;36.136,95;6292911995970;40.022,40;1604322804478;62.134,58;788905918930;36.211,44;4061679871229
2017-08-07;37.809,22;4250272174809;39.937,29;5376931229370;36.092,50;6270554080762;39.975,65;1596933951801;62.055,28;786874269866;36.176,89;4054491579298
2017-08-08;37.775,43;4232376435852;39.897,97;5349419866629;36.066,30;6238162614733;39.953,67;1590133913515;61.993,17;785054507373;36.135,27;4041775812371
2017-08-09;37.812,09;4226487988888;39.936,99;5331988691595;36.093,75;6224006674875;40.000,22;1588390171537;62.035,82;784453685302;36.150,34;4037083114584
2017-08-10;37.781,51;4210899883624;39.893,55;5304006597120;36.065,70;6199250720755;39.974,21;1584839448423;61.995,47;782913503799;36.119,20;4027301842589
2017-08-11;37.763,32;4191787125226;39.864,39;5284521581098;36.040,04;6170604743594;39.945,41;1579856008414;61.960,15;781568044386;36.100,38;4018179993841
2017-08-12;37.763,32;4191787125226;39.864,39;5284521581098;36.040,04;6170604743594;39.945,41;1579856008414;61.960,15;781568044386;36.100,38;4018179993841
2017-08-13;37.763,32;4191787125226;39.864,39;5284521581098;36.040,04;6170604743594;39.945,41;1579856008414;61.960,15;781568044386;36.100,38;4018179993841
2017-08-14;37.837,08;4192191665347;39.944,54;5292025578650;36.111,28;6173432120732;40.020,71;1583287384791;62.079,93;782876236916;36.172,14;4024906645201
2017-08-15;37.837,08;4192191665347;39.944,54;5292025578650;36.111,28;6173432120732;40.020,71;1583287384791;62.079,93;782876236916;36.172,14;4024906645201
2017-08-16;37.870,95;4183209690733;39.973,56;5271480394225;36.155,75;6175239600423;40.050,67;1591300613139;62.123,58;779547284326;36.195,19;4006423119814
2017-08-17;37.878,50;4216631894641;39.985,49;5335661912583;36.155,32;6313301410450;40.066,92;1671617690046;62.127,28;784062336379;36.199,33;4023799484095
2017-08-18;37.882,56;4256546815030;39.989,01;5391768691787;36.161,92;6433170612064;40.054,66;1750907027292;62.141,08;788821140924;36.201,05;4040935238252
2017-08-19;37.882,56;4256546815030;39.989,01;5391768691787;36.161,92;6433170612064;40.054,66;1750907027292;62.141,08;788821140924;36.201,05;4040935238252
2017-08-20;37.882,56;4256546815030;39.989,01;5391768691787;36.161,92;6433170612064;40.054,66;1750907027292;62.141,08;788821140924;36.201,05;4040935238252
2017-08-21;37.906,44;4268151984868;40.014,53;5413091403189;36.179,90;6467690803476;40.067,49;1834727395463;62.184,89;790267661602;36.211,93;4045569631811
2017-08-22;37.922,87;4268748139973;40.030,07;5417181935679;36.193,16;6478589332543;40.079,03;1875190347127;62.221,31;790865337448;36.243,35;4048683497232
2017-08-23;37.924,46;4267156019508;40.028,08;5415053821699;36.193,47;6482170363770;40.083,09;1878822449256;62.207,57;790584240260;36.233,35;4050885248469
2017-08-24;37.865,25;4257190485382;39.957,71;5404706703692;36.131,63;6462813540329;40.036,99;1877633482801;62.096,35;788801843410;36.192,87;4045299292828
2017-08-25;37.824,39;4249825024927;39.904,09;5393641759595;36.087,08;6448543698362;40.001,80;1876651743877;62.023,24;787286849503;36.133,98;4038098147190
2017-08-26;37.824,39;4249825024927;39.904,09;5393641759595;36.087,08;6448543698362;40.001,80;1876651743877;62.023,24;787286849503;36.133,98;4038098147190
2017-08-27;37.824,39;4249825024927;39.904,09;5393641759595;36.087,08;6448543698362;40.001,80;1876651743877;62.023,24;787286849503;36.133,98;4038098147190
2017-08-28;37.831,57;4248223897322;39.908,76;5387346501770;36.094,26;6438841544186;40.013,05;1875203484500;62.023,72;787097392722;36.126,41;4035789822681
2017-08-29;37.793,55;4243051345309;39.850,58;5376264140121;36.061,64;6428366602658;39.996,53;1874334364072;61.969,75;786284992891;36.080,46;4029100219575
2017-08-30;37.805,01;4240868578695;39.863,82;5375638750608;36.080,52;6429224543468;40.007,70;1874592251186;62.002,65;786559017531;36.107,90;4031259969082
2017-08-31;37.838,46;4241710769728;39.897,41;5376030106713;36.099,89;6428422851205;40.021,59;1870824829187;62.038,52;786631100919;36.136,84;4033884541146
2017-09-01;37.847,46;4221616629971;39.910,92;5351454248963;36.111,88;6418394759538;40.035,08;1872941275942;62.058,54;782006955865;36.135,63;4015833306420
2017-09-02;37.847,46;4221616629971;39.910,92;5351454248963;36.111,88;6418394759538;40.035,08;1872941275942;62.058,54;782006955865;36.135,63;4015833306420
2017-09-03;37.847,46;4221616629971;39.910,92;5351454248963;36.111,88;6418394759538;40.035,08;1872941275942;62.058,54;782006955865;36.135,63;4015833306420
2017-09-04;37.888,81;4225655759885;39.946,22;5354099815397;36.146,80;6423637545314;40.066,28;1873671429329;62.117,54;782630952864;36.167,66;4016430538977
2017-09-05;37.889,41;4216206357993;39.949,11;5352553857639;36.149,08;6417274536352;40.074,49;1872306069901;62.115,13;782569507972;36.175,51;4014166200575
2017-09-06;37.884,02;4212887442813;39.948,26;5352181521050;36.137,57;6413973652498;40.070,14;1872238914229;62.122,64;782328552163;36.181,73;4014088504239
2017-09-07;37.898,92;4212990856384;39.949,77;5350478109227;36.137,99;6415688011352;40.067,04;1872677114311;62.131,86;782518396440;36.188,76;4012793066536
2017-09-08;37.881,04;4213873471421;39.938,10;5351955990778;36.123,02;6411408822630;40.054,72;1874861512391;62.099,22;782299999556;36.170,17;4009175686693
2017-09-09;37.881,04;4213873471421;39.938,10;5351955990778;36.123,02;6411408822630;40.054,72;1874861512391;62.099,22;782299999556;36.170,17;4009175686693
2017-09-10;37.881,04;4213873471421;39.938,10;5351955990778;36.123,02;6411408822630;40.054,72;1874861512391;62.099,22;782299999556;36.170,17;4009175686693
2017-09-11;37.947,08;4218400389801;40.005,05;5357048539588;36.183,44;6426006162553;40.093,11;1879335082998;62.205,71;783045921034;36.234,80;4016904748477
2017-09-12;37.951,89;4247400109541;40.014,41;5374724205647;36.190,74;6460986806016;40.098,67;1886593777126;62.209,93;783894334547;36.224,46;4026256453133
2017-09-13;37.892,31;4252923780148;39.950,55;5381470004117;36.148,23;6469288494213;40.050,13;1888522880952;62.115,94;783567456644;36.178,58;4025901841704
2017-09-14;37.904,73;4264791285056;39.975,71;5389990102615;36.166,50;6480048393352;40.062,25;1893817783372;62.157,52;785826693829;36.187,10;4031953859515
2017-09-15;37.848,06;4255428913631;39.913,86;5365623060625;36.114,67;6459545636747;40.026,20;1900890420456;62.065,35;778600515063;36.152,04;4006220827900
2017-09-16;37.848,06;4255428913631;39.913,86;5365623060625;36.114,67;6459545636747;40.026,20;1900890420456;62.065,35;778600515063;36.152,04;4006220827900
2017-09-17;37.848,06;4255428913631;39.913,86;5365623060625;36.114,67;6459545636747;40.026,20;1900890420456;62.065,35;778600515063;36.152,04;4006220827900
2017-09-18;37.848,06;4255428913631;39.913,86;5365623060625;36.114,67;6459545636747;40.026,20;1900890420456;62.065,35;778600515063;36.152,04;4006220827900
2017-09-19;37.848,06;4255428913631;39.913,86;5365623060625;36.114,67;6459545636747;40.026,20;1900890420456;62.065,35;778600515063;36.152,04;4006220827900
2017-09-20;37.810,93;4230615408806;39.865,26;5296592590577;36.081,07;6322229314261;40.019,56;1827345669326;62.001,25;773111512046;36.101,81;3988303273091
2017-09-21;37.799,90;4197799291349;39.858,74;5240561608659;36.063,39;6217365700615;40.013,91;1764870280264;61.977,33;768738370336;36.086,31;3972849369823
2017-09-22;37.817,15;4188613677190;39.887,37;5225952433281;36.085,59;6189561361360;40.038,34;1721529233034;62.026,79;767813720207;36.120,77;3971922095922
2017-09-23;37.817,15;4188613677190;39.887,37;5225952433281;36.085,59;6189561361360;40.038,34;1721529233034;62.026,79;767813720207;36.120,77;3971922095922
2017-09-24;37.817,15;4188613677190;39.887,37;5225952433281;36.085,59;6189561361360;40.038,34;1721529233034;62.026,79;767813720207;36.120,77;3971922095922
2017-09-25;37.899,54;4193967992499;39.977,22;5232297323321;36.162,56;6190263391184;40.107,97;1686972105648;62.152,96;768560431651;36.186,72;3977300695772
2017-09-26;37.914,47;4189295890318;39.999,75;5222561096885;36.181,42;6178909958872;40.122,31;1649113789449;62.213,92;768688741440;36.217,29;3978596118132
2017-09-27;37.939,00;4185859117706;40.025,21;5219154171382;36.215,32;6179176799867;40.139,10;1641348689698;62.260,10;768921814710;36.252,69;3981026998308
2017-09-28;37.931,88;4180725157576;40.016,89;5216831738640;36.215,53;6175621700875;40.138,87;1640424611670;62.250,14;768837359569;36.248,39;3978953847985
2017-09-29;37.922,40;4176870366683;40.009,54;5211604748230;36.208,68;6172344442592;40.128,72;1639931282779;62.238,26;768515632113;36.232,18;3972605912170
2017-09-30;37.922,40;4176870366683;40.009,54;5211604748230;36.208,68;6172344442592;40.128,72;1639931282779;62.238,26;768515632113;36.232,18;3972605912170
2017-10-01;37.922,40;4176870366683;40.009,54;5211604748230;36.208,68;6172344442592;40.128,72;1639931282779;62.238,26;768515632113;36.232,18;3972605912170
2017-10-02;37.851,84;4156912491357;39.934,22;5186869102242;36.137,68;6157609156165;40.069,23;1642238866611;62.128,14;763249882072;36.154,13;3957948415601
2017-10-03;37.790,68;4148464792889;39.873,39;5172760717340;36.077,66;6140052208784;40.024,34;1638709748801;62.028,70;761803802668;36.105,77;3948675563638
2017-10-04;37.731,59;4099957767105;39.814,29;5090237535763;36.016,50;5961277520352;39.986,41;1555394649037;61.929,57;754519273738;36.036,31;3921961210597
2017-10-05;37.651,12;4049195123203;39.727,15;4996758782716;35.921,78;5804471352574;39.912,58;1470856048949;61.783,18;746495759190;35.957,75;3893519959621
2017-10-06;37.555,28;4010158354688;39.619,96;4938262903784;35.839,22;5718101608678;39.818,77;1405186383916;61.629,89;741775335171;35.866,80;3863586652777
2017-10-07;37.555,28;4010158354688;39.619,96;4938262903784;35.839,22;5718101608678;39.818,77;1405186383916;61.629,89;741775335171;35.866,80;3863586652777
2017-10-08;37.555,28;4010158354688;39.619,96;4938262903784;35.839,22;5718101608678;39.818,77;1405186383916;61.629,89;741775335171;35.866,80;3863586652777
2017-10-09;37.555,28;4010158354688;39.619,96;4938262903784;35.839,22;5718101608678;39.818,77;1405186383916;61.629,89;741775335171;35.866,80;3863586652777
2017-10-10;37.327,75;3961642175362;39.391,38;4872958080032;35.646,69;5624261204438;39.608,87;1343565440099;61.281,65;735562420036;35.687,59;3827748758352
2017-10-11;37.217,10;3934812536192;39.301,49;4838827624809;35.542,95;5588223874144;39.523,74;1290068250926;61.115,43;732423810114;35.566,66;3806447362981
2017-10-12;37.197,84;3922758673046;39.289,11;4829847841556;35.517,78;5564843194961;39.511,20;1273273242794;61.087,60;732036438039;35.525,78;3795901288167
2017-10-13;37.153,34;3916500711913;39.249,56;4819909346651;35.488,43;5552138735763;39.459,73;1269341361520;61.019,74;732106722600;35.477,83;3791209485089
2017-10-14;37.153,34;3916500711913;39.249,56;4819909346651;35.488,43;5552138735763;39.459,73;1269341361520;61.019,74;732106722600;35.477,83;3791209485089
2017-10-15;37.153,34;3916500711913;39.249,56;4819909346651;35.488,43;5552138735763;39.459,73;1269341361520;61.019,74;732106722600;35.477,83;3791209485089
2017-10-16;37.156,50;3904024991230;39.241,16;4791522176212;35.488,29;5526077753575;39.464,93;1270525297830;61.017,42;728685334499;35.488,96;3774107324442
2017-10-17;37.138,93;3895846184422;39.219,49;4780879478882;35.471,74;5515672653582;39.443,03;1268163595016;60.976,75;728805436517;35.474,13;3769652537495
2017-10-18;37.118,97;3897759777959;39.190,59;4802549423974;35.460,09;5596100313047;39.415,33;1330594046368;60.936,10;730855121259;35.456,37;3769976134995
2017-10-19;37.116,14;3905211621304;39.180,84;4825115391516;35.453,36;5650494075649;39.397,11;1393212014020;60.911,77;733097781934;35.467,72;3777875096666
2017-10-20;37.151,63;3903381020143;39.201,75;4827404758618;35.481,80;5657877123309;39.432,37;1461285842668;60.973,70;734819883138;35.513,05;3781248357758
2017-10-21;37.151,63;3903381020143;39.201,75;4827404758618;35.481,80;5657877123309;39.432,37;1461285842668;60.973,70;734819883138;35.513,05;3781248357758
2017-10-22;37.151,63;3903381020143;39.201,75;4827404758618;35.481,80;5657877123309;39.432,37;1461285842668;60.973,70;734819883138;35.513,05;3781248357758
2017-10-23;37.280,64;3911545791829;39.345,17;4836753486813;35.628,25;5676560930711;39.552,35;1490973824047;61.168,41;737058273215;35.646,87;3792646981019
2017-10-24;37.434,87;3920723379257;39.504,31;4851227085593;35.757,65;5693637478256;39.691,48;1496280275242;61.419,42;739449822363;35.811,82;3803302616242
2017-10-25;37.506,34;3923828673343;39.559,83;4849970581699;35.832,28;5698576266539;39.749,34;1497183649158;61.537,69;740682382306;35.881,42;3807220962261
2017-10-26;37.401,36;3905890417674;39.440,07;4830325813418;35.747,56;5680420319729;39.646,53;1491723744505;61.352,15;738255556172;35.748,10;3790937423410
2017-10-27;37.401,36;3905890417674;39.440,07;4830325813418;35.747,56;5680420319729;39.646,53;1491723744505;61.352,15;738255556172;35.748,10;3790937423410
2017-10-28;37.401,36;3905890417674;39.440,07;4830325813418;35.747,56;5680420319729;39.646,53;1491723744505;61.352,15;738255556172;35.748,10;3790937423410
2017-10-29;37.401,36;3905890417674;39.440,07;4830325813418;35.747,56;5680420319729;39.646,53;1491723744505;61.352,15;738255556172;35.748,10;3790937423410
2017-10-30;37.449,08;3899908014951;39.508,37;4831492790934;35.791,06;5667263175019;39.706,73;1492246240593;61.443,80;739293360089;35.811,60;3793211063432
2017-10-31;37.518,36;3899093716023;39.584,69;4830049746018;35.855,25;5668776620609;39.764,88;1493557585874;61.559,65;740149094802;35.880,86;3796056656446
2017-11-01;37.518,36;3899093716023;39.584,69;4830049746018;35.855,25;5668776620609;39.764,88;1493557585874;61.559,65;740149094802;35.880,86;3796056656446
2017-11-02;37.544,51;3873936237443;39.622,36;4820821313806;35.888,10;5662771657055;39.788,16;1498725937066;61.607,18;737466949494;35.903,72;3781624871567
2017-11-03;37.561,13;3876043308030;39.635,48;4815518530981;35.910,21;5667175832229;39.805,00;1499000696837;61.654,14;737869312846;35.919,87;3781114626209
2017-11-04;37.561,13;3876043308030;39.635,48;4815518530981;35.910,21;5667175832229;39.805,00;1499000696837;61.654,14;737869312846;35.919,87;3781114626209
2017-11-05;37.561,13;3876043308030;39.635,48;4815518530981;35.910,21;5667175832229;39.805,00;1499000696837;61.654,14;737869312846;35.919,87;3781114626209
2017-11-06;37.547,30;3868054005803;39.620,00;4805028956361;35.899,95;5656318485276;39.800,64;1497082636056;61.625,42;737025165715;35.908,57;3773830299158
2017-11-07;37.587,24;3867350926738;39.650,94;4801018919924;35.935,40;5653948091321;39.818,73;1497051137273;61.675,89;736775286354;35.936,08;3775417555329
2017-11-08;37.591,33;3857880590942;39.646,25;4793471728954;35.943,08;5649447252258;39.826,81;1496925425136;61.680,33;736269849767;35.937,21;3772476624484
2017-11-09;37.657,71;3855462359819;39.720,30;4790863150946;35.999,73;5639974566376;39.885,13;1494787880166;61.789,66;736697815205;35.985,55;3772476760635
2017-11-10;37.678,17;3839283894990;39.745,98;4768613564433;36.028,77;5603544768156;39.903,88;1489878997657;61.828,91;734952300168;36.014,38;3767249482379
2017-11-11;37.678,17;3839283894990;39.745,98;4768613564433;36.028,77;5603544768156;39.903,88;1489878997657;61.828,91;734952300168;36.014,38;3767249482379
2017-11-12;37.678,17;3839283894990;39.745,98;4768613564433;36.028,77;5603544768156;39.903,88;1489878997657;61.828,91;734952300168;36.014,38;3767249482379
2017-11-13;37.704,01;3833349206135;39.766,59;4747037545378;36.057,87;5591716571671;39.922,14;1490139236990;61.864,31;734720081464;36.030,71;3763861384666
2017-11-14;37.711,31;3832993671895;39.766,71;4736759772907;36.064,35;5586104414963;39.930,37;1491847658712;61.868,40;734558070540;36.037,85;3761719966663
2017-11-15;37.712,13;3809586902241;39.768,83;4716512730648;36.063,69;5576685117933;39.930,97;1497768646844;61.877,37;731441689180;36.036,79;3736645095047
2017-11-16;37.697,99;3805639576607;39.754,27;4709842131801;36.059,61;5572323258835;39.915,20;1496903711406;61.848,00;732171645793;36.026,29;3733885833478
2017-11-17;37.655,50;3795852570386;39.697,61;4693153329607;36.007,25;5556750519006;39.850,59;1492610267184;61.772,21;730658344170;35.973,11;3725553500144
2017-11-18;37.655,50;3795852570386;39.697,61;4693153329607;36.007,25;5556750519006;39.850,59;1492610267184;61.772,21;730658344170;35.973,11;3725553500144
2017-11-19;37.655,50;3795852570386;39.697,61;4693153329607;36.007,25;5556750519006;39.850,59;1492610267184;61.772,21;730658344170;35.973,11;3725553500144
2017-11-20;37.643,51;3793236458555;39.681,10;4682661515468;35.991,85;5549836600382;39.849,68;1491940983387;61.748,49;729840784392;35.961,20;3722853820649
2017-11-21;37.672,41;3789678095409;39.718,17;4678881429890;36.031,75;5542921732762;39.864,34;1491060079625;61.788,87;730077184710;35.992,96;3721384909344
2017-11-22;37.558,44;3771985519470;39.595,16;4655373091754;35.918,91;5517578665753;39.765,55;1486721691138;61.605,45;727822825973;35.889,89;3707590886512
2017-11-23;37.490,04;3764968259238;39.524,31;4642385032395;35.863,70;5502691680912;39.703,06;1484218427126;61.489,98;726360221743;35.826,53;3698593682389
2017-11-24;37.410,74;3762159837736;39.443,85;4630575403967;35.783,59;5506160523074;39.624,80;1482050183132;61.358,24;724282174965;35.752,01;3690543462378
2017-11-25;37.410,74;3762159837736;39.443,85;4630575403967;35.783,59;5506160523074;39.624,80;1482050183132;61.358,24;724282174965;35.752,01;3690543462378
2017-11-26;37.410,74;3762159837736;39.443,85;4630575403967;35.783,59;5506160523074;39.624,80;1482050183132;61.358,24;724282174965;35.752,01;3690543462378
2017-11-27;37.418,04;3756153019060;39.457,79;4629210561786;35.782,84;5491408302348;39.649,94;1479667113629;61.382,07;723712752301;35.767,32;3691051857722
2017-11-28;37.453,43;3754837436242;39.496,19;4627552028638;35.824,49;5488792085587;39.682,78;1479020560538;61.427,27;723569665457;35.803,60;3690005627472
2017-11-29;37.440,84;3748150052846;39.486,53;4621408175848;35.822,26;5488509476637;39.653,86;1476814061289;61.395,02;722976133559;35.785,02;3687809792811
2017-11-30;37.443,20;3743738946271;39.476,13;4616981510416;35.814,97;5482473385516;39.660,50;1475889179512;61.402,23;722828070294;35.782,76;3684351291139
2017-12-01;37.423,59;3717135282242;39.471,96;4600679033263;35.794,32;5466493371036;39.665,47;1477835992633;61.376,35;718585266567;35.769,61;3664158342752
2017-12-02;37.423,59;3717135282242;39.471,96;4600679033263;35.794,32;5466493371036;39.665,47;1477835992633;61.376,35;718585266567;35.769,61;3664158342752
2017-12-03;37.423,59;3717135282242;39.471,96;4600679033263;35.794,32;5466493371036;39.665,47;1477835992633;61.376,35;718585266567;35.769,61;3664158342752
2017-12-04;37.437,41;3672975645388;39.489,67;4521902727884;35.824,15;5307474278779;39.699,93;1405339544286;61.409,10;713576483784;35.797,46;3644893369932
2017-12-05;37.435,12;3639103028651;39.485,42;4450043864130;35.819,72;5188534946444;39.695,39;1330772102587;61.396,73;707100060258;35.784,81;3625483310976
2017-12-06;37.413,38;3623251879409;39.467,96;4423541075924;35.815,02;5153643748974;39.665,86;1259685654222;61.376,68;704753907215;35.781,51;3619193349042
2017-12-07;37.397,26;3615891094756;39.456,32;4417065430396;35.794,52;5134007193126;39.643,18;1192516369529;61.349,08;703382673936;35.759,25;3612067550708
2017-12-08;37.397,26;3615891094756;39.456,32;4417065430396;35.794,52;5134007193126;39.643,18;1192516369529;61.349,08;703382673936;35.759,25;3612067550708
2017-12-09;37.397,26;3615891094756;39.456,32;4417065430396;35.794,52;5134007193126;39.643,18;1192516369529;61.349,08;703382673936;35.759,25;3612067550708
2017-12-10;37.397,26;3615891094756;39.456,32;4417065430396;35.794,52;5134007193126;39.643,18;1192516369529;61.349,08;703382673936;35.759,25;3612067550708
2017-12-11;37.384,56;3607000714604;39.455,93;4405827671194;35.788,53;5120693154309;39.638,18;1181688411746;61.317,40;702515996474;35.748,61;3607092641945
2017-12-12;37.338,44;3603360809495;39.404,81;4400042671450;35.735,97;5112424302744;39.603,03;1180188637082;61.249,33;702085672103;35.706,19;3600450794845
2017-12-13;37.328,37;3599415198083;39.407,56;4396661580363;35.733,21;5113949145501;39.599,21;1180892831108;61.231,16;702498547115;35.701,69;3600145877110
2017-12-14;37.301,65;3599680993407;39.362,81;4391205373844;35.704,91;5110573921734;39.580,23;1180851618725;61.199,10;702761968677;35.676,81;3600244693394
2017-12-15;37.275,48;3580981681004;39.323,45;4370100317607;35.679,89;5101381694337;39.564,81;1180239861820;61.147,09;697697185488;35.642,03;3573518917556
2017-12-16;37.275,48;3580981681004;39.323,45;4370100317607;35.679,89;5101381694337;39.564,81;1180239861820;61.147,09;697697185488;35.642,03;3573518917556
2017-12-17;37.275,48;3580981681004;39.323,45;4370100317607;35.679,89;5101381694337;39.564,81;1180239861820;61.147,09;697697185488;35.642,03;3573518917556
2017-12-18;37.307,53;3581942735471;39.338,49;4366142208549;35.706,07;5098857756944;39.604,00;1179001474616;61.196,99;697878060887;35.663,80;3573039562836
2017-12-19;37.474,67;3594442558407;39.487,76;4371400586343;35.867,00;5112086999079;39.809,52;1180754829057;61.431,57;700282183786;35.813,03;3584604006929
2017-12-20;37.463,38;3595558611623;39.465,28;4367444813514;35.869,54;5111969804176;39.798,32;1181213401177;61.423,71;700655999125;35.819,18;3584576150989
2017-12-21;37.541,71;3599824016603;39.536,66;4373839634309;35.943,28;5116092919742;39.879,68;1183051351428;61.551,82;701768831884;35.889,12;3589707815296
2017-12-22;37.650,00;3582824896804;39.646,31;4347954709827;36.056,37;5067627939817;39.997,64;1172770154644;61.714,90;701790227664;35.997,27;3586317669208
2017-12-23;37.650,00;3582824896804;39.646,31;4347954709827;36.056,37;5067627939817;39.997,64;1172770154644;61.714,90;701790227664;35.997,27;3586317669208
2017-12-24;37.650,00;3582824896804;39.646,31;4347954709827;36.056,37;5067627939817;39.997,64;1172770154644;61.714,90;701790227664;35.997,27;3586317669208
2017-12-25;37.650,00;3582824896804;39.646,31;4347954709827;36.056,37;5067627939817;39.997,64;1172770154644;61.714,90;701790227664;35.997,27;3586317669208
2017-12-26;37.666,71;3599684555336;39.663,37;4392389617079;36.062,50;5168036330900;40.020,15;1232735170794;61.737,72;705417893959;36.015,45;3596937572144
2017-12-27;37.715,55;3621590938534;39.710,61;4436606521160;36.111,30;5253618171956;40.055,32;1292564662354;61.822,15;710154802685;36.067,60;3612129113290
2017-12-28;37.735,97;3616906229077;39.720,54;4441111512131;36.127,27;5256377642293;40.070,07;1354849682603;61.854,91;711660283090;36.080,21;3612092377311
2017-12-29;37.753,79;3618367242813;39.737,49;4443684591434;36.157,33;5260924440493;40.081,08;1417246631454;61.881,07;711868069229;36.098,92;3613878672824
2017-12-30;37.753,79;3618367242813;39.737,49;4443684591434;36.157,33;5260924440493;40.081,08;1417246631454;61.881,07;711868069229;36.098,92;3613878672824
2017-12-31;37.753,79;3618367242813;39.737,49;4443684591434;36.157,33;5260924440493;40.081,08;1417246631454;61.881,07;711868069229;36.098,92;3613878672824

Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2018-01-01;37.753,79;3618367242813;39.737,49;4443684591434;36.157,33;5260924440493;40.081,08;1417246631454;61.881,07;711868069229;36.098,92;3613878672824
2018-01-02;37.790,16;3606120270823;39.776,46;4437140159727;36.193,06;5253263413640;40.117,42;1421085956320;61.943,46;707735553739;36.135,24;3600367676260
2018-01-03;37.793,08;3603913585957;39.762,34;4428757320941;36.189,27;5246181109303;40.121,36;1420110190546;61.948,72;707428395282;36.127,31;3595406177788
2018-01-04;37.810,27;3600852276795;39.773,51;4413807512109;36.206,59;5240212964499;40.124,61;1419046024546;61.972,86;707784593093;36.139,20;3594564176306
2018-01-05;37.791,63;3594345523433;39.761,57;4407869166906;36.190,53;5231445439685;40.102,68;1417676766464;61.938,83;706875030388;36.119,73;3590952038302
2018-01-06;37.791,63;3594345523433;39.761,57;4407869166906;36.190,53;5231445439685;40.102,68;1417676766464;61.938,83;706875030388;36.119,73;3590952038302
2018-01-07;37.791,63;3594345523433;39.761,57;4407869166906;36.190,53;5231445439685;40.102,68;1417676766464;61.938,83;706875030388;36.119,73;3590952038302
2018-01-08;37.841,89;3594967136156;39.804,21;4402372160749;36.235,88;5224233377332;40.143,85;1417090507384;62.024,41;707249434054;36.155,71;3591413347666
2018-01-09;37.843,64;3588215651193;39.806,82;4391070422245;36.238,56;5211830373735;40.145,30;1414027935941;62.012,87;706452594168;36.156,72;3587394599300
2018-01-10;37.846,30;3571855689943;39.819,58;4375118084243;36.247,23;5192178402381;40.161,69;1410250382738;62.021,91;704655458547;36.162,76;3580927034842
2018-01-11;37.752,17;3553267239542;39.724,08;4347145332280;36.151,70;5159514210800;40.054,96;1405011247875;61.871,84;702286548642;36.061,59;3568225614920
2018-01-12;37.751,44;3547722204331;39.721,71;4336361858773;36.158,24;5147186089310;40.062,58;1404823247094;61.877,49;702497795563;36.064,19;3564235589780
2018-01-13;37.751,44;3547722204331;39.721,71;4336361858773;36.158,24;5147186089310;40.062,58;1404823247094;61.877,49;702497795563;36.064,19;3564235589780
2018-01-14;37.751,44;3547722204331;39.721,71;4336361858773;36.158,24;5147186089310;40.062,58;1404823247094;61.877,49;702497795563;36.064,19;3564235589780
2018-01-15;37.775,21;3496795102246;39.731,76;4250148840288;36.173,81;4990480226898;40.092,04;1335197400748;61.906,95;691948423634;36.078,65;3532716683499
2018-01-16;37.775,21;3496795102246;39.731,76;4250148840288;36.173,81;4990480226898;40.092,04;1335197400748;61.906,95;691948423634;36.078,65;3532716683499
2018-01-17;37.793,73;3469543908095;39.748,56;4187385275778;36.192,58;4892500473290;40.108,57;1266714178823;61.939,13;686901545526;36.094,07;3518685693386
