
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2015-01-31;33.354,13;3620998711893;35.017,33;4345095803285;35.219,60;4019727484488;34.374,19;268058726854;33.194,87;372066779206;34.898,48;3760776499916
2015-02-01;33.354,13;3620998711893;35.017,33;4345095803285;35.219,60;4019727484488;34.374,19;268058726854;33.194,87;372066779206;34.898,48;3760776499916
2015-02-02;33.309,96;3609394480407;34.959,86;4341156874372;35.157,89;4004612891948;34.334,92;267808497296;33.145,92;367538332062;34.846,86;3759237605312
2015-02-03;33.450,24;3625114182205;35.119,08;4359052279690;35.325,42;4024255143152;34.499,60;269388422691;33.296,37;369162437949;35.009,46;3776213653708
2015-02-04;33.538,65;3634913642232;35.220,91;4368694281816;35.426,14;4034184217471;34.624,59;270255548349;33.405,20;370239035797;35.104,64;3785102107242
2015-02-05;33.585,19;3639741693690;35.256,51;4372579435088;35.468,08;4037058550449;34.692,27;270873460396;33.440,55;372875271443;35.142,25;3788526639649
2015-02-06;33.595,20;3640909083590;35.272,20;4373861878263;35.485,46;4035042294744;34.708,67;270872935997;33.459,64;373254777922;35.152,67;3789902582028
2015-02-07;33.595,20;3640909083590;35.272,20;4373861878263;35.485,46;4035042294744;34.708,67;270872935997;33.459,64;373254777922;35.152,67;3789902582028
2015-02-08;33.595,20;3640909083590;35.272,20;4373861878263;35.485,46;4035042294744;34.708,67;270872935997;33.459,64;373254777922;35.152,67;3789902582028
2015-02-09;33.456,03;3628132497909;35.128,16;4360679593416;35.329,83;4023010170209;34.547,91;270047233680;33.323,80;371968112238;35.011,55;3777586478461
2015-02-10;33.412,52;3625786052935;35.079,93;4359278099766;35.270,75;4017695716548;34.506,11;270014023266;33.274,82;371575512446;34.973,99;3776022394083
2015-02-11;33.500,31;3638422518884;35.171,85;4376103192089;35.353,08;4032561889525;34.585,70;271482798994;33.355,38;372835138663;35.056,32;3787169087307
2015-02-12;33.534,38;3646794316610;35.209,47;4390378264989;35.380,50;4041741319682;34.602,99;273331733826;33.367,41;374078312836;35.089,03;3796708557071
2015-02-13;33.721,82;3673550833144;35.391,58;4416169292274;35.584,03;4072864265669;34.814,88;275671809758;33.554,28;376733740854;35.279,90;3822108833581
2015-02-14;33.721,82;3673550833144;35.391,58;4416169292274;35.584,03;4072864265669;34.814,88;275671809758;33.554,28;376733740854;35.279,90;3822108833581
2015-02-15;33.721,82;3673550833144;35.391,58;4416169292274;35.584,03;4072864265669;34.814,88;275671809758;33.554,28;376733740854;35.279,90;3822108833581
2015-02-16;33.634,71;3663231125843;35.316,77;4415137277739;35.500,71;4067995856047;34.745,79;275043482234;33.512,64;372027554119;35.194,34;3808707754391
2015-02-17;33.660,24;3669016134630;35.351,52;4422815415757;35.534,90;4074529404747;34.781,30;275796073945;33.540,82;372704064617;35.230,26;3815660911142
2015-02-18;33.655,68;3700039389928;35.340,59;4510330505548;35.527,11;4174575609067;34.779,71;282369980155;33.532,15;378480371847;35.226,28;3833656113152
2015-02-19;33.742,00;3740591499465;35.430,13;4589944324357;35.617,71;4262147495657;34.860,45;288962596886;33.607,45;382397198152;35.313,42;3865037588326
2015-02-20;33.772,54;3758189461036;35.453,68;4627788653476;35.644,56;4297584542418;34.895,36;291839332238;33.635,98;384075465482;35.334,69;3876405083498
2015-02-21;33.772,54;3758189461036;35.453,68;4627788653476;35.644,56;4297584542418;34.895,36;291839332238;33.635,98;384075465482;35.334,69;3876405083498
2015-02-22;33.772,54;3758189461036;35.453,68;4627788653476;35.644,56;4297584542418;34.895,36;291839332238;33.635,98;384075465482;35.334,69;3876405083498
2015-02-23;33.693,95;3753482211193;35.374,88;4628341990310;35.559,94;4300031986103;34.817,53;292257364861;33.584,55;383982591233;35.252,36;3870609424251
2015-02-24;33.874,93;3778028336476;35.556,37;4660711267438;35.742,53;4329209022260;34.991,19;294185409265;33.735,26;386273821359;35.430,79;3893563186609
2015-02-25;33.992,30;3793573596705;35.688,84;4682640668611;35.862,98;4347253336535;35.107,87;295321928676;33.837,69;387645155436;35.563,11;3909532472673
2015-02-26;33.882,06;3782145033248;35.569,00;4669922871890;35.749,70;4333520852921;34.988,52;294481268085;33.749,97;386872738556;35.450,33;3897665331308
2015-02-27;33.807,69;3767784258913;35.498,79;4658835043679;35.673,92;4318841832718;34.901,11;293527114322;33.679,12;385515158628;35.374,46;3882592614251
2015-02-28;33.807,69;3767784258913;35.498,79;4658835043679;35.673,92;4318841832718;34.901,11;293527114322;33.679,12;385515158628;35.374,46;3882592614251
2015-03-01;33.807,69;3767784258913;35.498,79;4658835043679;35.673,92;4318841832718;34.901,11;293527114322;33.679,12;385515158628;35.374,46;3882592614251
2015-03-02;33.858,35;3771810359197;35.552,76;4675868408085;35.727,12;4325779497134;34.956,26;294495440535;33.718,47;382323240828;35.436,04;3889200125758
2015-03-03;33.859,15;3771757890392;35.543,02;4678017017345;35.720,49;4326914601943;34.940,66;294616646418;33.712,30;386933311338;35.421,34;3889398040142
2015-03-04;33.801,70;3764361511310;35.483,71;4674224695433;35.662,72;4321055102076;34.897,42;294198215559;33.672,13;386430691516;35.361,83;3883912568705
2015-03-05;33.736,01;3758072383012;35.426,70;4670069473673;35.589,71;4312783922532;34.819,93;293625795375;33.598,40;385686290759;35.293,79;3876847035219
2015-03-06;33.681,88;3752481531623;35.375,66;4665591516850;35.528,00;4306421736643;34.749,63;293139215879;33.540,26;385085806473;35.236,10;3871302485665
2015-03-07;33.681,88;3752481531623;35.375,66;4665591516850;35.528,00;4306421736643;34.749,63;293139215879;33.540,26;385085806473;35.236,10;3871302485665
2015-03-08;33.681,88;3752481531623;35.375,66;4665591516850;35.528,00;4306421736643;34.749,63;293139215879;33.540,26;385085806473;35.236,10;3871302485665
2015-03-09;33.729,75;3759313769307;35.427,33;4674153286785;35.579,01;4312031462968;34.793,88;293870912037;33.565,41;385350218782;35.278,34;3876725691700
2015-03-10;33.738,61;3761505647787;35.434,91;4675704619715;35.576,16;4311027364778;34.795,35;294188491516;33.572,99;385344375847;35.284,75;3877635828090
2015-03-11;33.610,41;3749048186455;35.287,40;4660130271683;35.419,11;4293916646860;34.643,61;293842882852;33.418,98;383835406122;35.143,61;3863691518709
2015-03-12;33.752,15;3765207817855;35.439,74;4683375226820;35.565,88;4309026308942;34.771,74;295852559055;33.514,92;384666233273;35.299,01;3882982121789
2015-03-13;33.819,70;3775263470680;35.508,93;4689568425208;35.637,87;4317035060271;34.857,49;297013874525;33.599,44;386063390946;35.358,64;3888222411206
2015-03-14;33.819,70;3775263470680;35.508,93;4689568425208;35.637,87;4317035060271;34.857,49;297013874525;33.599,44;386063390946;35.358,64;3888222411206
2015-03-15;33.819,70;3775263470680;35.508,93;4689568425208;35.637,87;4317035060271;34.857,49;297013874525;33.599,44;386063390946;35.358,64;3888222411206
2015-03-16;33.874,70;3782146846065;35.556,46;4698586477441;35.674,03;4322508492115;34.888,95;297083083466;33.620,88;382805053439;35.399,96;3887510347795
2015-03-17;34.044,89;3804014910915;35.741,42;4725578944624;35.854,52;4347441569925;35.078,18;299250649522;33.798,12;385336047013;35.570,29;3908328378964
2015-03-18;34.105,64;3810994458835;35.809,46;4734660015634;35.929,75;4358483572324;35.147,11;299666038893;33.867,49;386235673385;35.644,93;3916536041010
2015-03-19;34.395,89;3843220617859;36.126,26;4776027156863;36.252,76;4396687388152;35.484,32;302606333482;34.138,99;395829445812;35.960,69;3951837062628
2015-03-20;34.284,44;3835231056528;36.000,35;4763589194038;36.123,24;4386164161464;35.340,65;301605834050;34.033,07;394958258254;35.837,33;3939234020308
2015-03-21;34.284,44;3835231056528;36.000,35;4763589194038;36.123,24;4386164161464;35.340,65;301605834050;34.033,07;394958258254;35.837,33;3939234020308
2015-03-22;34.284,44;3835231056528;36.000,35;4763589194038;36.123,24;4386164161464;35.340,65;301605834050;34.033,07;394958258254;35.837,33;3939234020308
2015-03-23;34.349,81;3844755823649;36.060,46;4774271199882;36.195,48;4397176467721;35.433,79;302427666323;34.117,10;396445496497;35.901,56;3947944045031
2015-03-24;34.041,13;3859370491433;35.737,30;4810716131623;35.875,22;4488845537672;35.109,57;308838813328;33.843,46;397973943036;35.582,74;3948867947918
2015-03-25;33.898,09;3887934788997;35.606,52;4931165664777;35.734,73;4595386994828;34.958,75;314901196212;33.709,00;400600223951;35.436,45;3965829163198
2015-03-26;33.608,51;3873453814955;35.302,48;4931680128775;35.435,62;4593632902261;34.651,07;315231647107;33.445,34;398965123188;35.116,26;3942941565253
2015-03-27;33.462,08;3870792704045;35.161,89;4942444851830;35.292,38;4599158203681;34.500,47;315816343164;33.307,83;398500934435;34.968,61;3939650742381
2015-03-28;33.462,08;3870792704045;35.161,89;4942444851830;35.292,38;4599158203681;34.500,47;315816343164;33.307,83;398500934435;34.968,61;3939650742381
2015-03-29;33.462,08;3870792704045;35.161,89;4942444851830;35.292,38;4599158203681;34.500,47;315816343164;33.307,83;398500934435;34.968,61;3939650742381
2015-03-30;33.601,94;3889562285123;35.305,45;4968392537419;35.444,91;4621499886586;34.662,26;317515484264;33.442,53;400299285562;35.108,28;3957928954507
2015-03-31;33.989,89;3928038299340;35.720,65;5019435280990;35.845,52;4665292752275;35.065,99;321386521335;33.780,42;403617303663;35.517,63;3996576271232
2015-04-01;33.927,59;3901920266338;35.658,42;5024901988418;35.786,18;4654697941938;34.998,84;320006775207;33.713,30;398951570032;35.459,23;3993441387249
2015-04-02;33.682,24;3873701935134;35.394,55;4986777774071;35.535,28;4622185590510;34.735,85;317480353910;33.487,83;396263327661;35.195,52;3963966464347
2015-04-03;33.682,24;3873701935134;35.394,55;4986777774071;35.535,28;4622185590510;34.735,85;317480353910;33.487,83;396263327661;35.195,52;3963966464347
2015-04-04;33.682,24;3873701935134;35.394,55;4986777774071;35.535,28;4622185590510;34.735,85;317480353910;33.487,83;396263327661;35.195,52;3963966464347
2015-04-05;33.682,24;3873701935134;35.394,55;4986777774071;35.535,28;4622185590510;34.735,85;317480353910;33.487,83;396263327661;35.195,52;3963966464347
2015-04-06;33.742,00;3880455057201;35.449,95;4998430614288;35.597,46;4631675022693;34.799,60;318078850627;33.548,78;401865180510;35.253,32;3970279649779
2015-04-07;33.747,63;3881018394737;35.465,96;5002002810759;35.605,83;4632193543087;34.816,46;318267334242;33.568,31;402126984461;35.266,15;3972420712412
2015-04-08;33.810,10;3888473437096;35.522,22;5010241881452;35.657,33;4637836136906;34.853,90;318658698199;33.611,11;402457590912;35.335,48;3980470494407
2015-04-09;34.108,64;3922587297244;35.841,04;5057240564573;35.975,24;4680571403954;35.176,18;321727303194;33.906,37;405912658481;35.658,78;4017769345100
2015-04-10;34.382,28;3954820973954;36.144,11;5102204172995;36.270,77;4720860212422;35.456,57;324278108194;34.142,26;408969616817;35.951,87;4050878267805
2015-04-11;34.382,28;3954820973954;36.144,11;5102204172995;36.270,77;4720860212422;35.456,57;324278108194;34.142,26;408969616817;35.951,87;4050878267805
2015-04-12;34.382,28;3954820973954;36.144,11;5102204172995;36.270,77;4720860212422;35.456,57;324278108194;34.142,26;408969616817;35.951,87;4050878267805
2015-04-13;34.760,04;4000735436726;36.526,68;5161204469311;36.662,20;4775937870873;35.863,18;328731291768;34.490,73;413382103601;36.333,99;4095528764226
2015-04-14;34.882,95;4021751522710;36.643,53;5192024460177;36.799,17;4802906059331;35.986,99;332206587833;34.592,47;415242031005;36.458,98;4117292178549
2015-04-15;34.521,01;3985064161982;36.287,96;5160358533873;36.419,25;4770266143248;35.619,41;330048327106;34.281,66;409040409847;36.099,82;4076060780840
2015-04-16;34.699,36;4006439962125;36.483,64;5190799831886;36.605,51;4797510976907;35.814,46;332102725011;34.437,67;411185824673;36.301,96;4102698527750
2015-04-17;34.588,42;3996099378954;36.365,58;5177919640930;36.509,04;4786870631784;35.718,30;331634125155;34.355,92;417234832694;36.189,85;4090879121912
2015-04-18;34.588,42;3996099378954;36.365,58;5177919640930;36.509,04;4786870631784;35.718,30;331634125155;34.355,92;417234832694;36.189,85;4090879121912
2015-04-19;34.588,42;3996099378954;36.365,58;5177919640930;36.509,04;4786870631784;35.718,30;331634125155;34.355,92;417234832694;36.189,85;4090879121912
2015-04-20;34.316,37;3964886185418;36.063,79;5136520412083;36.232,16;4753381014248;35.452,41;329728658674;34.121,97;414861494537;35.901,31;4058656691355
2015-04-21;34.429,18;3977531753697;36.194,95;5155536304661;36.335,46;4769123070094;35.566,00;331027367078;34.216,25;416232675287;36.018,89;4072602232332
2015-04-22;34.572,17;3991331015994;36.346,82;5176511883542;36.498,86;4788987089084;35.715,62;332494115177;34.346,07;418090778717;36.174,78;4090273582437
2015-04-23;34.757,16;4003901402001;36.538,26;5198388770497;36.691,28;4804793266369;35.902,29;333795438608;34.513,88;419798310256;36.380,50;4108738307336
2015-04-24;34.784,50;3996931894514;36.572,07;5201084375581;36.716,96;4806344996470;35.935,19;334242971498;34.542,16;420373483538;36.410,82;4109829736068
2015-04-25;34.784,50;3996931894514;36.572,07;5201084375581;36.716,96;4806344996470;35.935,19;334242971498;34.542,16;420373483538;36.410,82;4109829736068
2015-04-26;34.784,50;3996931894514;36.572,07;5201084375581;36.716,96;4806344996470;35.935,19;334242971498;34.542,16;420373483538;36.410,82;4109829736068
2015-04-27;34.728,45;3990146670016;36.509,29;5192791127332;36.664,91;4800081704386;35.875,66;333702350142;34.505,28;419916365687;36.363,04;4103519610768
2015-04-28;34.713,28;3986053578599;36.485,05;5189402184739;36.648,38;4797552703076;35.861,68;333567367166;34.488,89;419629125475;36.347,10;4099526253836
2015-04-29;34.541,27;3966257034271;36.299,70;5164072886506;36.462,45;4776818909131;35.681,84;332041674672;34.343,84;418280628478;36.172,97;4079919491213
2015-04-30;34.373,22;3942532674253;36.122,89;5133886459735;36.291,94;4748163313205;35.527,32;330639044794;34.198,22;415847785044;35.989,10;4045546278569
2015-05-01;34.373,22;3942532674253;36.122,89;5133886459735;36.291,94;4748163313205;35.527,32;330639044794;34.198,22;415847785044;35.989,10;4045546278569
2015-05-02;34.373,22;3942532674253;36.122,89;5133886459735;36.291,94;4748163313205;35.527,32;330639044794;34.198,22;415847785044;35.989,10;4045546278569
2015-05-03;34.373,22;3942532674253;36.122,89;5133886459735;36.291,94;4748163313205;35.527,32;330639044794;34.198,22;415847785044;35.989,10;4045546278569
2015-05-04;34.408,49;3936434273354;36.169,59;5155209380528;36.328,57;4751887146216;35.560,39;330627878563;34.216,98;410989376881;36.027,02;4050129974580
2015-05-05;34.602,33;3964548004234;36.375,09;5186777273057;36.533,09;4779680941340;35.776,01;333513069351;34.388,48;413046214803;36.222,08;4073167575561
2015-05-06;34.345,20;3937432897239;36.094,39;5147193203206;36.270,92;4745441532574;35.515,93;331380959556;34.158,89;415076048709;35.955,74;4044445689703
2015-05-07;34.114,21;3910833106551;35.850,90;5113066255439;36.028,36;4714709863013;35.276,97;329350217011;33.955,27;412771220676;35.708,38;4016770183096
2015-05-08;34.099,07;3911715495923;35.838,85;5113971659392;36.004,20;4714303093098;35.248,55;329434927017;33.923,89;412718779813;35.701,02;4016924353786
2015-05-09;34.099,07;3911715495923;35.838,85;5113971659392;36.004,20;4714303093098;35.248,55;329434927017;33.923,89;412718779813;35.701,02;4016924353786
2015-05-10;34.099,07;3911715495923;35.838,85;5113971659392;36.004,20;4714303093098;35.248,55;329434927017;33.923,89;412718779813;35.701,02;4016924353786
2015-05-11;34.187,24;3919998460942;35.960,40;5132657134094;36.110,68;4729429082659;35.360,79;330655249870;34.036,29;414122205653;35.830,38;4032917805693
2015-05-12;34.212,28;3921083290642;35.970,84;5138537997375;36.148,58;4737531157757;35.376,91;331377898624;34.058,64;414571478357;35.844,38;4035772800510
2015-05-13;34.105,37;3914062481613;35.861,26;5130962302666;36.029,30;4728757404422;35.261,08;331825238823;33.947,11;413881115795;35.726,40;4027867971639
2015-05-14;33.861,11;3894045833276;35.604,43;5100791326615;35.780,73;4704720713850;35.022,49;330434895471;33.745,62;412162692710;35.481,83;4006973388767
2015-05-15;33.861,69;3888987818121;35.626,05;5127459638181;35.788,96;4713376925896;35.032,53;330527348545;33.765,06;407468230593;35.512,30;4008279621422
2015-05-16;33.861,69;3888987818121;35.626,05;5127459638181;35.788,96;4713376925896;35.032,53;330527348545;33.765,06;407468230593;35.512,30;4008279621422
2015-05-17;33.861,69;3888987818121;35.626,05;5127459638181;35.788,96;4713376925896;35.032,53;330527348545;33.765,06;407468230593;35.512,30;4008279621422
2015-05-18;33.947,80;3898837008372;35.718,25;5142747521900;35.882,28;4726924971055;35.126,90;331571408203;33.849,01;408456282985;35.599,15;4018348786027
2015-05-19;34.065,58;3871555424028;35.853,45;5052086453460;36.011,07;4630997589863;35.249,51;324094409219;33.961,53;405976896854;35.724,44;4007098935021
2015-05-20;34.247,24;3873535139393;36.065,12;5027757151214;36.231,00;4587730091305;35.447,35;320256364354;34.122,19;412067926567;35.930,65;4012732072855
2015-05-21;34.247,24;3873535139393;36.065,12;5027757151214;36.231,00;4587730091305;35.447,35;320256364354;34.122,19;412067926567;35.930,65;4012732072855
2015-05-22;34.321,35;3872212728150;36.139,26;5015911659051;36.312,72;4577592696124;35.530,30;319329205547;34.188,29;411728320373;36.006,00;4015612368016
2015-05-23;34.321,35;3872212728150;36.139,26;5015911659051;36.312,72;4577592696124;35.530,30;319329205547;34.188,29;411728320373;36.006,00;4015612368016
2015-05-24;34.321,35;3872212728150;36.139,26;5015911659051;36.312,72;4577592696124;35.530,30;319329205547;34.188,29;411728320373;36.006,00;4015612368016
2015-05-25;34.449,08;3877869097560;36.275,33;5017761571641;36.451,68;4578425594042;35.664,21;319102356950;34.311,46;412331558637;36.138,35;4024552230311
2015-05-26;34.557,38;3891304368901;36.383,33;5030092949240;36.567,04;4591429259557;35.773,93;320301506299;34.411,38;413533624054;36.243,63;4035685029205
2015-05-27;34.476,44;3885590535648;36.288,40;5017322949835;36.486,51;4581716257733;35.694,98;319930212356;34.316,35;412423698971;36.138,13;4023482087057
2015-05-28;34.683,10;3910374170133;36.495,02;5047090135707;36.680,56;4606378756276;35.915,23;322034304235;34.492,46;414611357982;36.351,15;4047745984789
2015-05-29;34.631,53;3899059718833;36.425,20;5030139907972;36.611,36;4589780812483;35.844,99;321370492578;34.426,94;413340977933;36.277,41;4032574236307
2015-05-30;34.631,53;3899059718833;36.425,20;5030139907972;36.611,36;4589780812483;35.844,99;321370492578;34.426,94;413340977933;36.277,41;4032574236307
2015-05-31;34.631,53;3899059718833;36.425,20;5030139907972;36.611,36;4589780812483;35.844,99;321370492578;34.426,94;413340977933;36.277,41;4032574236307
2015-06-01;34.536,21;3875799187460;36.320,31;5028879175578;36.531,87;4571911280080;35.752,76;321011189511;34.351,76;406912925057;36.179,23;4023834039360
2015-06-02;34.725,85;3899054541678;36.514,52;5056000142255;36.722,83;4597314977081;35.964,15;323109132625;34.509,98;408896916209;36.368,14;4045031918680
2015-06-03;34.651,35;3891665066883;36.425,71;5046090876626;36.645,86;4586830334027;35.898,85;322750615503;34.442,38;408260463246;36.279,38;4035105944352
2015-06-04;34.837,22;3910371435949;36.611,18;5071463660203;36.825,09;4608992770759;36.092,66;324668635256;34.593,18;415207098042;36.454,56;4054531167884
2015-06-05;34.751,15;3900722550969;36.507,92;5057819330505;36.729,52;4596799512950;36.004,81;324199465427;34.495,81;413973562730;36.354,42;4044937526624
2015-06-06;34.751,15;3900722550969;36.507,92;5057819330505;36.729,52;4596799512950;36.004,81;324199465427;34.495,81;413973562730;36.354,42;4044937526624
2015-06-07;34.751,15;3900722550969;36.507,92;5057819330505;36.729,52;4596799512950;36.004,81;324199465427;34.495,81;413973562730;36.354,42;4044937526624
2015-06-08;34.952,77;3924240221952;36.715,57;5086978133220;36.928,88;4621731767851;36.193,51;326071781850;34.641,04;415836963295;36.551,24;4067926362617
2015-06-09;34.745,90;3901954717676;36.497,35;5056922216514;36.724,29;4597076856559;35.979,39;324470709310;34.449,88;413655041175;36.332,10;4045320528848
2015-06-10;34.285,83;3848052369757;36.023,05;4992793389091;36.251,10;4538518325912;35.493,73;320421525041;34.028,45;408536769283;35.862,43;3994432443600
2015-06-11;34.419,00;3861800693234;36.169,42;5015338316176;36.403,50;4558481055352;35.639,22;322348201305;34.186,48;410699993234;35.986,03;4009913449185
2015-06-12;34.788,87;3904112858203;36.536,87;5072604690909;36.759,33;4607899495054;36.008,66;327050738823;34.495,40;414499006255;36.354,83;4055911304051
2015-06-13;34.788,87;3904112858203;36.536,87;5072604690909;36.759,33;4607899495054;36.008,66;327050738823;34.495,40;414499006255;36.354,83;4055911304051
2015-06-14;34.788,87;3904112858203;36.536,87;5072604690909;36.759,33;4607899495054;36.008,66;327050738823;34.495,40;414499006255;36.354,83;4055911304051
2015-06-15;34.715,40;3891595286551;36.447,93;5062390651210;36.690,97;4609008991808;35.923,55;327535325453;34.433,90;410505790281;36.275,67;4043150103816
2015-06-16;34.613,09;3883465699690;36.339,81;5051192371978;36.591,38;4599035766976;35.814,92;327306622673;34.326,61;409858223044;36.170,43;4034846308495
2015-06-17;34.583,81;3885395569861;36.321,77;5052622184938;36.551,03;4598639950295;35.788,12;327230155801;34.310,94;414613652557;36.138,32;4032928888154
2015-06-18;34.804,22;3909319258400;36.549,50;5083920274618;36.781,83;4626771645454;36.011,69;329470595565;34.490,85;416861399843;36.368,50;4059298982095
2015-06-19;34.609,58;3887269050610;36.350,76;5055283488672;36.590,01;4602578327822;35.826,56;327638759378;34.352,44;415168036348;36.167,19;4036537449875
2015-06-20;34.609,58;3887269050610;36.350,76;5055283488672;36.590,01;4602578327822;35.826,56;327638759378;34.352,44;415168036348;36.167,19;4036537449875
2015-06-21;34.609,58;3887269050610;36.350,76;5055283488672;36.590,01;4602578327822;35.826,56;327638759378;34.352,44;415168036348;36.167,19;4036537449875
2015-06-22;34.663,51;3891951749587;36.410,29;5063665611291;36.659,58;4611391770441;35.888,99;328328863042;34.405,04;415915117092;36.227,76;4043707871094
2015-06-23;34.805,68;3903111873467;36.557,04;5084113454218;36.804,84;4630082268996;36.022,02;329618019421;34.543,30;417536852341;36.380,76;4066486010181
2015-06-24;35.100,75;3937609236060;36.861,72;5130563758696;37.104,47;4672545975164;36.329,85;333034200831;34.801,87;420858938341;36.687,30;4104017301787
2015-06-25;34.962,79;3923161457317;36.711,79;5110707163454;36.975,50;4654088161418;36.194,83;331478454898;34.675,98;419374908492;36.546,30;4088214955878
2015-06-26;34.768,37;3908338587034;36.515,91;5086176964749;36.791,58;4632752420119;36.001,90;329771772284;34.504,69;417383656285;36.347,15;4070982282290
